GeneID	TrueState
lcl|NC_002942.5_cds_WP_010946484.1_722	0
lcl|NW_004457654.1_cds_XP_004353025.1_2336_hgt_foreign	2
lcl|NW_004457638.1_cds_XP_004351592.1_3029_hgt_foreign	2
lcl|NW_004457283.1_cds_XP_004334103.1_13683_hgt_foreign	2
lcl|NW_004457345.1_cds_XP_004336140.1_11615_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946202.1_441	0
lcl|NW_004457364.1_cds_XP_004336496.1_11238_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947464.1_1722	0
lcl|NW_004457477.1_cds_XP_004340394.1_7321_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946335.1_571	0
lcl|NW_004457592.1_cds_XP_004345867.1_4312_hgt_foreign	2
lcl|NW_004457375.1_cds_XP_004336916.1_10842_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946755.1_995	0
lcl|NW_004457357.1_cds_XP_004336359.1_11401_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947051.1_1307	0
lcl|NW_004457386.1_cds_XP_004337496.1_10284_hgt_foreign	2
lcl|NW_004457376.1_cds_XP_004336938.1_10804_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946596.1_834	0
lcl|NC_002942.5_cds_WP_010946643.1_882	0
lcl|NW_004457396.1_cds_XP_004337860.1_9836_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352803.1_2114_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339299.1_8170_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947288.1_1545	0
lcl|NC_002942.5_cds_WP_015443916.1_2837	0
lcl|NC_002942.5_cds_WP_010945871.1_110	0
lcl|NW_004457410.1_cds_XP_004338209.1_9613_hgt_foreign	2
lcl|NW_004457268.1_cds_XP_004333602.1_14098_hgt_foreign	2
lcl|NW_004457329.1_cds_XP_004335619.1_12081_hgt_foreign	2
lcl|NW_004457592.1_cds_XP_004345905.1_4350_hgt_foreign	2
lcl|NW_004457313.1_cds_XP_004334770.1_12787_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342284.1_5764_hgt_foreign	2
lcl|NW_004457343.1_cds_XP_004335945.1_11690_hgt_foreign	2
lcl|NW_004457268.1_cds_XP_004333540.1_14036_hgt_foreign	2
lcl|NW_004457368.1_cds_XP_004336659.1_11116_hgt_foreign	2
lcl|NW_004457380.1_cds_XP_004337271.1_10701_hgt_foreign	2
lcl|NW_004457591.1_cds_XP_004345370.1_4493_hgt_foreign	2
lcl|NW_004457315.1_cds_XP_004335147.1_12606_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946613.1_852	0
lcl|NW_004457269.1_cds_XP_004333776.1_13923_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946509.1_748	0
lcl|NW_004457638.1_cds_XP_004351503.1_2940_hgt_foreign	2
lcl|NW_004457477.1_cds_XP_004340430.1_7357_hgt_foreign	2
lcl|NW_004457283.1_cds_XP_004334075.1_13655_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344591.1_4566_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010945830.1_71	0
lcl|NC_002942.5_cds_WP_010947078.1_1334	0
lcl|NW_004457586.1_cds_XP_004344801.1_4776_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444655.1_1018	0
lcl|NC_002942.5_cds_WP_011214707.1_442	0
lcl|NW_004457323.1_cds_XP_004335492.1_12397_hgt_foreign	2
lcl|NW_004457724.1_cds_XP_004358068.1_93_hgt_foreign	2
lcl|NW_004457268.1_cds_XP_004333682.1_14178_hgt_foreign	2
lcl|NW_004457364.1_cds_XP_004336535.1_11277_hgt_foreign	2
lcl|NW_004457498.1_cds_XP_004340700.1_7039_hgt_foreign	2
lcl|NW_004457434.1_cds_XP_004338796.1_8936_hgt_foreign	2
lcl|NW_004457518.1_cds_XP_004341152.1_6845_hgt_foreign	2
lcl|NW_004457584.1_cds_XP_004343957.1_4962_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947743.1_2007	0
lcl|NC_002942.5_cds_WP_010948645.1_2955	0
lcl|NW_004457702.1_cds_XP_004356765.1_1137_hgt_foreign	2
lcl|NW_004457431.1_cds_XP_004338586.1_9031_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344812.1_4787_hgt_foreign	2
lcl|NW_004457458.1_cds_XP_004340040.1_7724_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947454.1_1712	0
lcl|NW_004457297.1_cds_XP_004334336.1_13394_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946459.1_697	0
lcl|NC_002942.5_cds_WP_010947067.1_1323	0
lcl|NC_002942.5_cds_WP_010947261.1_1518	0
lcl|NC_002942.5_cds_WP_010946756.1_996	0
lcl|NW_004457554.1_cds_XP_004342366.1_5846_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339273.1_8144_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344837.1_4812_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948679.1_2989	0
lcl|NW_004457464.1_cds_XP_004340096.1_7698_hgt_foreign	2
lcl|NW_004457373.1_cds_XP_004336845.1_10884_hgt_foreign	2
lcl|NW_004457712.1_cds_XP_004368104.1_481_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947453.1_1711	0
lcl|NC_002942.5_cds_WP_010947081.1_1337	0
lcl|NW_004457376.1_cds_XP_004336958.1_10824_hgt_foreign	2
lcl|NW_004457372.1_cds_XP_004336774.1_10985_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948044.1_2313	0
lcl|NW_004457350.1_cds_XP_004336243.1_11545_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342340.1_5820_hgt_foreign	2
lcl|NW_004457501.1_cds_XP_004340783.1_7022_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946926.1_1174	0
lcl|NW_004457410.1_cds_XP_004338199.1_9603_hgt_foreign	2
lcl|NW_004457269.1_cds_XP_004333803.1_13950_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946689.1_927	0
lcl|NW_004457434.1_cds_XP_004338851.1_8991_hgt_foreign	2
lcl|NW_004457262.1_cds_XP_004333349.1_14457_hgt_foreign	2
lcl|NW_004457434.1_cds_XP_004338845.1_8985_hgt_foreign	2
lcl|NW_004457320.1_cds_XP_004335244.1_12501_hgt_foreign	2
lcl|NW_004457669.1_cds_XP_004353476.1_1865_hgt_foreign	2
lcl|NW_004457435.1_cds_XP_004338942.1_8895_hgt_foreign	2
lcl|NW_004457343.1_cds_XP_004336080.1_11825_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011216527.1_2648	0
lcl|NW_004457391.1_cds_XP_004337751.1_10101_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948355.1_2646	0
lcl|NW_004457288.1_cds_XP_004334178.1_13619_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342071.1_5552_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948580.1_2880	0
lcl|NW_004457422.1_cds_XP_004338462.1_9309_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946244.1_482	0
lcl|NW_004457430.1_cds_XP_004338551.1_9209_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444473.1_1551	0
lcl|NW_004457584.1_cds_XP_004344034.1_5039_hgt_foreign	2
lcl|NW_004457611.1_cds_XP_004348538.1_3682_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946061.1_300	0
lcl|NW_004457554.1_cds_XP_004342044.1_5525_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948348.1_2639	0
lcl|NW_004457338.1_cds_XP_004335761.1_12000_hgt_foreign	2
lcl|NW_004457712.1_cds_XP_004368168.1_545_hgt_foreign	2
lcl|NW_004457313.1_cds_XP_004334666.1_12683_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011216616.1_2751	0
lcl|NW_004457342.1_cds_XP_004335797.1_11892_hgt_foreign	2
lcl|NW_004457268.1_cds_XP_004333508.1_14004_hgt_foreign	2
lcl|NW_004457391.1_cds_XP_004337756.1_10106_hgt_foreign	2
lcl|NW_004457329.1_cds_XP_004335620.1_12082_hgt_foreign	2
lcl|NW_004457269.1_cds_XP_004333835.1_13982_hgt_foreign	2
lcl|NW_004457260.1_cds_XP_004333181.1_14545_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948432.1_2727	0
lcl|NC_002942.5_cds_WP_010947054.1_1310	0
lcl|NW_004457702.1_cds_XP_004356798.1_1170_hgt_foreign	2
lcl|NW_004457268.1_cds_XP_004333512.1_14008_hgt_foreign	2
lcl|NW_004457350.1_cds_XP_004336222.1_11524_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948462.1_2757	0
lcl|NW_004457582.1_cds_XP_004343646.1_5244_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946592.1_830	0
lcl|NW_004457584.1_cds_XP_004344208.1_5213_hgt_foreign	2
lcl|NW_004457363.1_cds_XP_004336399.1_11306_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947013.1_1269	0
lcl|NW_004457592.1_cds_XP_004346036.1_4481_hgt_foreign	2
lcl|NW_004457689.1_cds_XP_004354805.1_1321_hgt_foreign	2
lcl|NW_004457429.1_cds_XP_004338530.1_9234_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342315.1_5795_hgt_foreign	2
lcl|NW_004457538.1_cds_XP_004341746.1_6026_hgt_foreign	2
lcl|NW_004457363.1_cds_XP_004336448.1_11355_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946301.1_537	0
lcl|NW_004457554.1_cds_XP_004342028.1_5509_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444553.1_1309	0
lcl|NC_002942.5_cds_WP_010945786.1_24	0
lcl|NW_004457381.1_cds_XP_004337355.1_10411_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352838.1_2149_hgt_foreign	2
lcl|NW_004457417.1_cds_XP_004338409.1_9345_hgt_foreign	2
lcl|NW_004457368.1_cds_XP_004336635.1_11093_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947990.1_2259	0
lcl|NW_004457268.1_cds_XP_004333720.1_14216_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339337.1_8208_hgt_foreign	2
lcl|NW_004457244.1_cds_XP_004332847.1_14876_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444381.1_1893	0
lcl|NW_004457391.1_cds_XP_004337657.1_10007_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948463.1_2758	0
lcl|NW_004457611.1_cds_XP_004348462.1_3606_hgt_foreign	2
lcl|NW_004457297.1_cds_XP_004334277.1_13335_hgt_foreign	2
lcl|NC_002942.5_cds_WP_025862363.1_1427	0
lcl|NW_004457390.1_cds_XP_004337557.1_10172_hgt_foreign	2
lcl|NW_004457503.1_cds_XP_004340792.1_6975_hgt_foreign	2
lcl|NC_002942.5_cds_LPG_RS05055_992	0
lcl|NC_002942.5_cds_WP_015443984.1_2651	0
lcl|NC_002942.5_cds_WP_011213101.1_450	0
lcl|NW_004457671.1_cds_XP_004353530.1_1734_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948349.1_2640	0
lcl|NC_002942.5_cds_WP_010948632.1_2939	0
lcl|NW_004457712.1_cds_XP_004367927.1_304_hgt_foreign	2
lcl|NW_004457384.1_cds_XP_004337399.1_10316_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339227.1_8098_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004353157.1_2468_hgt_foreign	2
lcl|NW_004457584.1_cds_XP_004344045.1_5050_hgt_foreign	2
lcl|NW_004457730.1_cds_XP_004358240.1_52_hgt_foreign	2
lcl|NW_004457313.1_cds_XP_004334773.1_12790_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444337.1_2000	0
lcl|NW_004457364.1_cds_XP_004336536.1_11278_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011946725.1_1767	0
lcl|NC_002942.5_cds_WP_015444647.1_1036	0
lcl|NW_004457431.1_cds_XP_004338651.1_9096_hgt_foreign	2
lcl|NW_004457498.1_cds_XP_004340748.1_7087_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011213009.1_318	0
lcl|NW_004457311.1_cds_XP_004334592.1_13175_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947034.1_1291	0
lcl|NW_004457490.1_cds_XP_004340590.1_7147_hgt_foreign	2
lcl|NW_004457663.1_cds_XP_004353339.1_1939_hgt_foreign	2
lcl|NW_004457466.1_cds_XP_004340131.1_7437_hgt_foreign	2
lcl|NW_004457415.1_cds_XP_004338330.1_9434_hgt_foreign	2
lcl|NW_004457584.1_cds_XP_004344052.1_5057_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948091.1_2368	0
lcl|NW_004457263.1_cds_XP_004333367.1_14338_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352915.1_2226_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948641.1_2951	0
lcl|NC_002942.5_cds_WP_010946411.1_649	0
lcl|NC_002942.5_cds_WP_010946782.1_1022	0
lcl|NW_004457702.1_cds_XP_004356521.1_893_hgt_foreign	2
lcl|NW_004457329.1_cds_XP_004335673.1_12135_hgt_foreign	2
lcl|NW_004457490.1_cds_XP_004340614.1_7171_hgt_foreign	2
lcl|NW_004457346.1_cds_XP_004336165.1_11578_hgt_foreign	2
lcl|NW_004457638.1_cds_XP_004351566.1_3003_hgt_foreign	2
lcl|NW_004457676.1_cds_XP_004353772.1_1526_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339818.1_8689_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342088.1_5569_hgt_foreign	2
lcl|NW_004457350.1_cds_XP_004336212.1_11514_hgt_foreign	2
lcl|NW_004457466.1_cds_XP_004340322.1_7628_hgt_foreign	2
lcl|NW_004457342.1_cds_XP_004335805.1_11900_hgt_foreign	2
lcl|NW_004457596.1_cds_XP_004346485.1_4071_hgt_foreign	2
lcl|NW_004457532.1_cds_XP_004341490.1_6399_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444489.1_1515	0
lcl|NW_004457654.1_cds_XP_004352878.1_2189_hgt_foreign	2
lcl|NW_004457532.1_cds_XP_004341303.1_6213_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339223.1_8094_hgt_foreign	2
lcl|NW_004457667.1_cds_XP_004353366.1_1916_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339460.1_8331_hgt_foreign	2
lcl|NW_004457291.1_cds_XP_004334202.1_13522_hgt_foreign	2
lcl|NW_004457342.1_cds_XP_004335802.1_11897_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011946747.1_1805	0
lcl|NC_002942.5_cds_WP_010947895.1_2165	0
lcl|NW_004457498.1_cds_XP_004340753.1_7092_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948653.1_2963	0
lcl|NW_004457702.1_cds_XP_004356751.1_1123_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444163.1_2222	0
lcl|NW_004457263.1_cds_XP_004333422.1_14393_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339632.1_8503_hgt_foreign	2
lcl|NW_004457582.1_cds_XP_004343641.1_5239_hgt_foreign	2
lcl|NW_004457591.1_cds_XP_004345374.1_4497_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946584.1_822	0
lcl|NW_004457319.1_cds_XP_004335216.1_12541_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444810.1_481	0
lcl|NC_002942.5_cds_WP_010946829.1_1071	0
lcl|NW_004457297.1_cds_XP_004334280.1_13338_hgt_foreign	2
lcl|NW_004457453.1_cds_XP_004339921.1_7747_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947997.1_2266	0
lcl|NW_004457442.1_cds_XP_004339749.1_8620_hgt_foreign	2
lcl|NW_004457538.1_cds_XP_004341793.1_6073_hgt_foreign	2
lcl|NW_004457466.1_cds_XP_004340250.1_7556_hgt_foreign	2
lcl|NW_004457263.1_cds_XP_004333365.1_14336_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339724.1_8595_hgt_foreign	2
lcl|NW_004457618.1_cds_XP_004367512.1_3304_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947138.1_1395	0
lcl|NW_004457712.1_cds_XP_004367940.1_317_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344915.1_4890_hgt_foreign	2
lcl|NW_004457309.1_cds_XP_004334581.1_13180_hgt_foreign	2
lcl|NC_002942.5_cds_WP_323740491.1_2085	0
lcl|NW_004457710.1_cds_XP_004357170.1_737_hgt_foreign	2
lcl|NW_004457356.1_cds_XP_004336302.1_11430_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947459.1_1717	0
lcl|NW_004457429.1_cds_XP_004338515.1_9219_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342170.1_5650_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946332.1_568	0
lcl|NW_004457305.1_cds_XP_004334522.1_13240_hgt_foreign	2
lcl|NW_004457496.1_cds_XP_004340675.1_7110_hgt_foreign	2
lcl|NW_004457677.1_cds_XP_004353944.1_1466_hgt_foreign	2
lcl|NW_004457245.1_cds_XP_004332942.1_14865_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352829.1_2140_hgt_foreign	2
lcl|NW_004457453.1_cds_XP_004339912.1_7738_hgt_foreign	2
lcl|NW_004457466.1_cds_XP_004340156.1_7462_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946582.1_820	0
lcl|NC_002942.5_cds_WP_010948464.1_2759	0
lcl|NC_002942.5_cds_WP_010947090.1_1346	0
lcl|NW_004457654.1_cds_XP_004352778.1_2089_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339304.1_8175_hgt_foreign	2
lcl|NW_004457643.1_cds_XP_004352457.1_2663_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946565.1_802	0
lcl|NC_002942.5_cds_WP_010947012.1_1268	0
lcl|NW_004457554.1_cds_XP_004342073.1_5554_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946290.1_528	0
lcl|NW_004457484.1_cds_XP_004340486.1_7301_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344848.1_4823_hgt_foreign	2
lcl|NW_004457466.1_cds_XP_004340119.1_7425_hgt_foreign	2
lcl|NW_004457410.1_cds_XP_004338153.1_9557_hgt_foreign	2
lcl|NW_004457456.1_cds_XP_004340037.1_7733_hgt_foreign	2
lcl|NW_004457532.1_cds_XP_004341616.1_6525_hgt_foreign	2
lcl|NW_004457396.1_cds_XP_004337912.1_9888_hgt_foreign	2
lcl|NW_004457391.1_cds_XP_004337665.1_10015_hgt_foreign	2
lcl|NW_004457611.1_cds_XP_004348512.1_3656_hgt_foreign	2
lcl|NW_004457435.1_cds_XP_004338913.1_8866_hgt_foreign	2
lcl|NW_004457514.1_cds_XP_004340902.1_6914_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339250.1_8121_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352839.1_2150_hgt_foreign	2
lcl|NW_004457415.1_cds_XP_004338324.1_9428_hgt_foreign	2
lcl|NW_004457674.1_cds_XP_004353665.1_1663_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011213305.1_720	0
lcl|NC_002942.5_cds_WP_010947031.1_1288	0
lcl|NW_004457702.1_cds_XP_004356714.1_1086_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948316.1_2607	0
lcl|NW_004457342.1_cds_XP_004335865.1_11960_hgt_foreign	2
lcl|NW_004457554.1_cds_XP_004342296.1_5776_hgt_foreign	2
lcl|NW_004457344.1_cds_XP_004336130.1_11627_hgt_foreign	2
lcl|NW_004457313.1_cds_XP_004335058.1_13075_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004353019.1_2330_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344686.1_4661_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444876.1_298	0
lcl|NW_004457297.1_cds_XP_004334399.1_13457_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011216485.1_2601	0
lcl|NW_004457604.1_cds_XP_004347717.1_3858_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339410.1_8281_hgt_foreign	2
lcl|NW_004457380.1_cds_XP_004337121.1_10551_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352984.1_2295_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010945833.1_73	0
lcl|NW_004457313.1_cds_XP_004335081.1_13098_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947511.1_1768	0
lcl|NW_004457442.1_cds_XP_004339475.1_8346_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344729.1_4704_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947201.1_1458	0
lcl|NC_002942.5_cds_WP_010946765.1_1006	0
lcl|NW_004457654.1_cds_XP_004353105.1_2416_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339459.1_8330_hgt_foreign	2
lcl|NW_004457586.1_cds_XP_004344785.1_4760_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444709.1_829	0
lcl|NW_004457702.1_cds_XP_004356440.1_812_hgt_foreign	2
lcl|NW_004457707.1_cds_XP_004356991.1_784_hgt_foreign	2
lcl|NW_004457625.1_cds_XP_004349674.1_3159_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946593.1_831	0
lcl|NC_002942.5_cds_WP_010945813.1_52	0
lcl|NW_004457617.1_cds_XP_004348728.1_3531_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444857.1_370	0
lcl|NW_004457702.1_cds_XP_004356668.1_1040_hgt_foreign	2
lcl|NW_004457442.1_cds_XP_004339320.1_8191_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010945982.1_219	0
lcl|NW_004457364.1_cds_XP_004336526.1_11268_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946306.1_543	0
lcl|NW_004457613.1_cds_XP_004348672.1_3594_hgt_foreign	2
lcl|NW_004457654.1_cds_XP_004352901.1_2212_hgt_foreign	2
lcl|NW_004457592.1_cds_XP_004345963.1_4408_hgt_foreign	2
lcl|NW_004457453.1_cds_XP_004339988.1_7813_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011946564.1_1553	0
lcl|NC_002942.5_cds_WP_011213007.1_316	0
lcl|NW_004457453.1_cds_XP_004339938.1_7764_hgt_foreign	2
lcl|NW_004457466.1_cds_XP_004340321.1_7627_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444950.1_112	0
lcl|NW_004457364.1_cds_XP_004336527.1_11269_hgt_foreign	2
lcl|NW_004457712.1_cds_XP_004368092.1_469_hgt_foreign	2
lcl|NW_004457343.1_cds_XP_004336086.1_11831_hgt_foreign	2
lcl|NW_004457702.1_cds_XP_004356475.1_847_hgt_foreign	2
lcl|NW_004457675.1_cds_XP_004353692.1_1554_hgt_foreign	2
lcl|NC_002942.5_cds_WP_032828680.1_932	0
lcl|NC_002942.5_cds_WP_010946256.1_495	0
lcl|NC_002942.5_cds_WP_015443864.1_2982	0
lcl|NW_004457676.1_cds_XP_004353767.1_1521_hgt_foreign	2
lcl|NW_004457518.1_cds_XP_004341153.1_6846_hgt_foreign	2
lcl|NW_004457373.1_cds_XP_004336883.1_10922_hgt_foreign	2
lcl|NW_004457317.1_cds_XP_004335188.1_12581_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946416.1_654	0
lcl|NC_002942.5_cds_WP_010946627.1_865	0
lcl|NC_002942.5_cds_WP_010948585.1_2886	0
lcl|NW_004457380.1_cds_XP_004337187.1_10617_hgt_foreign	2
lcl|NW_004457596.1_cds_XP_004346575.1_4161_hgt_foreign	2
lcl|NW_004457406.1_cds_XP_004338084.1_9744_hgt_foreign	2
lcl|NW_004457380.1_cds_XP_004337139.1_10569_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948345.1_2636	0
lcl|NW_004457588.1_cds_XP_004345351.1_4522_hgt_foreign	2
lcl|NW_004457367.1_cds_XP_004336616.1_11140_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948633.1_2941	0
lcl|NC_002942.5_cds_WP_010948342.1_2633	0
lcl|NW_004457532.1_cds_XP_004341387.1_6297_hgt_foreign	2
lcl|NW_004457518.1_cds_XP_004340962.1_6655_hgt_foreign	2
lcl|NW_004457669.1_cds_XP_004353413.1_1802_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946927.1_1175	0
lcl|NC_002942.5_cds_WP_010946506.1_745	0
lcl|NC_002942.5_cds_WP_010946644.1_883	0
