GeneID	TrueState
lcl|NC_000964.3_cds_NP_388871.2_1007_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391629.1_3868_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948355.1_2646	0
lcl|NC_002942.5_cds_WP_010948644.1_2954	0
lcl|NC_002942.5_cds_WP_016357054.1_2984	0
lcl|NC_000964.3_cds_NP_388108.1_225_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389431.2_1593_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010945871.1_110	0
lcl|NC_000964.3_cds_NP_390971.1_3196_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389811.1_1989_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389820.2_1998_hgt_foreign	2
lcl|NC_002942.5_cds_WP_016356688.1_4	0
lcl|NC_000964.3_cds_NP_390266.2_2466_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390158.1_2355_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011216180.1_2256	0
lcl|NC_000964.3_cds_NP_388594.1_736_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946061.1_300	0
lcl|NC_000964.3_cds_NP_388193.2_313_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390061.1_2252_hgt_foreign	2
lcl|NC_002942.5_cds_WP_025862363.1_1427	0
lcl|NC_002942.5_cds_WP_010946164.1_404	0
lcl|NC_000964.3_cds_NP_390915.1_3139_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388317.1_445_hgt_foreign	2
lcl|NC_000964.3_cds_YP_003097741.1_2008_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391984.1_4235_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391281.1_3516_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388605.1_745_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444553.1_1309	0
lcl|NC_002942.5_cds_WP_010946596.1_834	0
lcl|NC_000964.3_cds_NP_390641.1_2859_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946301.1_537	0
lcl|NC_000964.3_cds_NP_389672.1_1838_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444337.1_2000	0
lcl|NC_002942.5_cds_WP_015444647.1_1036	0
lcl|NC_000964.3_cds_NP_388929.1_1066_hgt_foreign	2
lcl|NC_000964.3_cds_YP_009513981.1_2717_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389472.1_1635_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946411.1_649	0
lcl|NC_000964.3_cds_NP_388981.2_1118_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948432.1_2727	0
lcl|NC_002942.5_cds_WP_010947054.1_1310	0
lcl|NC_000964.3_cds_NP_389833.1_2012_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389730.2_1899_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948641.1_2951	0
lcl|NC_000964.3_cds_NP_391058.1_3288_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391028.1_3257_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390803.1_3028_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946592.1_830	0
lcl|NC_000964.3_cds_NP_390449.1_2657_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391180.2_3411_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947013.1_1269	0
lcl|NC_000964.3_cds_NP_389278.2_1434_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389001.2_1138_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389856.1_2041_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947289.1_1546	0
lcl|NC_000964.3_cds_NP_390841.1_3067_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444655.1_1018	0
lcl|NC_000964.3_cds_NP_391048.1_3277_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015443984.1_2651	0
lcl|NC_002942.5_cds_WP_011216616.1_2751	0
lcl|NC_002942.5_cds_WP_010948349.1_2640	0
lcl|NC_000964.3_cds_NP_391761.1_4005_hgt_foreign	2
lcl|NC_000964.3_cds_YP_003097687.1_572_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011946434.1_1406	0
lcl|NC_000964.3_cds_NP_390830.1_3056_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389810.1_1988_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391063.1_3293_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390490.1_2698_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948463.1_2758	0
lcl|NC_000964.3_cds_NP_390634.1_2852_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947067.1_1323	0
lcl|NC_000964.3_cds_NP_388397.1_532_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390565.2_2777_hgt_foreign	2
lcl|NC_002942.5_cds_LPG_RS05055_992	0
lcl|NC_002942.5_cds_WP_015444381.1_1893	0
lcl|NC_002942.5_cds_WP_010947118.1_1374	0
lcl|NC_000964.3_cds_NP_390665.1_2885_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444791.1_533	0
lcl|NC_000964.3_cds_NP_388614.1_754_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948467.1_2762	0
lcl|NC_002942.5_cds_WP_011216798.1_2952	0
lcl|NC_000964.3_cds_NP_388874.1_1010_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388623.2_763_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388914.2_1051_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389391.1_1553_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389256.1_1411_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390201.1_2399_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390935.1_3160_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389492.1_1655_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389680.1_1846_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947990.1_2259	0
lcl|NC_000964.3_cds_NP_390880.1_3106_hgt_foreign	2
lcl|NC_000964.3_cds_YP_009513996.1_2972_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389813.1_1991_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391473.1_3704_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947051.1_1307	0
lcl|NC_000964.3_cds_NP_388946.2_1083_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389087.2_1230_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946926.1_1174	0
lcl|NC_002942.5_cds_WP_010948386.1_2678	0
lcl|NC_000964.3_cds_NP_389017.1_1154_hgt_foreign	2
lcl|NC_000964.3_cds_NP_387943.1_62_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946335.1_571	0
lcl|NC_000964.3_cds_NP_388162.1_282_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946585.1_823	0
lcl|NC_002942.5_cds_WP_011946747.1_1805	0
lcl|NC_002942.5_cds_WP_010947895.1_2165	0
lcl|NC_000964.3_cds_NP_390337.2_2539_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948653.1_2963	0
lcl|NC_000964.3_cds_NP_391155.1_3387_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444163.1_2222	0
lcl|NC_000964.3_cds_NP_391822.1_4066_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391624.1_3863_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391201.2_3434_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388419.1_555_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388132.2_249_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947164.1_1421	0
lcl|NC_000964.3_cds_NP_390768.1_2991_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946584.1_822	0
lcl|NC_000964.3_cds_NP_391291.1_3526_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391613.2_3851_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444810.1_481	0
lcl|NC_002942.5_cds_WP_010946829.1_1071	0
lcl|NC_000964.3_cds_NP_388250.1_372_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391052.1_3282_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947997.1_2266	0
lcl|NC_000964.3_cds_NP_391736.1_3980_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389838.1_2017_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388190.2_310_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388415.1_551_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391040.2_3269_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389727.2_1896_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389832.1_2011_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947138.1_1395	0
lcl|NC_000964.3_cds_NP_387911.1_30_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389170.1_1321_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389120.1_1265_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389313.1_1471_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388884.1_1022_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391771.1_4015_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390213.1_2410_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390508.1_2718_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011214789.1_539	0
lcl|NC_002942.5_cds_WP_010947459.1_1717	0
lcl|NC_000964.3_cds_NP_388978.1_1115_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390363.1_2565_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946332.1_568	0
lcl|NC_000964.3_cds_NP_389760.1_1935_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389477.1_1640_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391922.1_4170_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391100.2_3327_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390444.2_2651_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388171.1_291_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390856.2_3082_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010948043.1_2312	0
lcl|NC_002942.5_cds_WP_010946582.1_820	0
lcl|NC_002942.5_cds_WP_010948464.1_2759	0
lcl|NC_002942.5_cds_WP_010947090.1_1346	0
lcl|NC_000964.3_cds_NP_391001.1_3226_hgt_foreign	2
lcl|NC_000964.3_cds_YP_003097702.1_1132_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391182.2_3413_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391595.1_3833_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388308.1_435_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390563.1_2775_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947012.1_1268	0
lcl|NC_000964.3_cds_NP_388999.3_1136_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946290.1_528	0
lcl|NC_002942.5_cds_WP_015444043.1_2501	0
lcl|NC_000964.3_cds_NP_391834.1_4078_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391481.1_3712_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389762.1_1937_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946462.1_700	0
lcl|NC_000964.3_cds_NP_391805.2_4048_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015443975.1_2677	0
lcl|NC_000964.3_cds_NP_390575.1_2788_hgt_foreign	2
lcl|NC_000964.3_cds_YP_054589.1_2834_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390389.2_2592_hgt_foreign	2
lcl|NC_000964.3_cds_YP_003097764.1_2711_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389430.1_1592_hgt_foreign	2
lcl|NC_000964.3_cds_YP_003097774.1_3168_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391539.1_3774_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391940.1_4190_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391785.2_4028_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011213305.1_720	0
lcl|NC_002942.5_cds_WP_010947031.1_1288	0
lcl|NC_002942.5_cds_WP_010946588.1_826	0
lcl|NC_002942.5_cds_WP_010948316.1_2607	0
lcl|NC_000964.3_cds_NP_389168.1_1319_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391286.1_3521_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388743.1_880_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388134.1_251_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388909.1_1046_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390111.1_2309_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391452.1_3683_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391275.1_3510_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388445.1_584_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388107.1_224_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388870.2_1006_hgt_foreign	2
lcl|NC_002942.5_cds_WP_011216485.1_2601	0
lcl|NC_000964.3_cds_NP_388573.1_715_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388302.1_429_hgt_foreign	2
lcl|NC_000964.3_cds_NP_391666.1_3907_hgt_foreign	2
lcl|NC_000964.3_cds_NP_389606.3_1767_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390668.1_2888_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010945833.1_73	0
lcl|NC_000964.3_cds_NP_390239.1_2438_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010947511.1_1768	0
lcl|NC_000964.3_cds_NP_389581.1_1741_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390100.1_2296_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388091.1_209_hgt_foreign	2
lcl|NC_002942.5_cds_WP_010946765.1_1006	0
lcl|NC_000964.3_cds_NP_388160.1_279_hgt_foreign	2
lcl|NC_000964.3_cds_NP_388319.1_447_hgt_foreign	2
lcl|NC_000964.3_cds_NP_390926.1_3151_hgt_foreign	2
lcl|NC_002942.5_cds_WP_015444709.1_829	0
